"trial","execution_state","converged","parameter","estimate"
201,"completed",TRUE,"(etaLcl,etaLvc)",0.0600754160402852
202,"completed",TRUE,"(etaLcl,etaLvc)",0.0784942074856548
203,"completed",TRUE,"(etaLcl,etaLvc)",0.0495224232168144
204,"completed",TRUE,"(etaLcl,etaLvc)",0.0547467605404659
205,"completed",TRUE,"(etaLcl,etaLvc)",0.0826082792566256
201,"completed",TRUE,"CcPropSd",0.313521132052323
202,"completed",TRUE,"CcPropSd",0.351031895090913
203,"completed",TRUE,"CcPropSd",0.386134952791616
204,"completed",TRUE,"CcPropSd",0.327131667261926
205,"completed",TRUE,"CcPropSd",0.316478712605137
201,"completed",TRUE,"etaLcl",0.108724722318547
202,"completed",TRUE,"etaLcl",0.144009807755935
203,"completed",TRUE,"etaLcl",0.0678597014336174
204,"completed",TRUE,"etaLcl",0.119358453359518
205,"completed",TRUE,"etaLcl",0.139933814311262
201,"completed",TRUE,"etaLvc",0.0347041053366515
202,"completed",TRUE,"etaLvc",0.0443076635006604
203,"completed",TRUE,"etaLvc",0.0376597857776443
204,"completed",TRUE,"etaLvc",0.0265983386670602
205,"completed",TRUE,"etaLvc",0.05029764874726
201,"completed",TRUE,"lcl",2.15289676157451
202,"completed",TRUE,"lcl",2.22979173310634
203,"completed",TRUE,"lcl",2.14853507836852
204,"completed",TRUE,"lcl",2.17402397274543
205,"completed",TRUE,"lcl",2.22677546959542
201,"completed",TRUE,"lka",2.21927407482812
202,"completed",TRUE,"lka",2.40587619370725
203,"completed",TRUE,"lka",2.19905217200804
204,"completed",TRUE,"lka",2.37704226492531
205,"completed",TRUE,"lka",2.44693415107237
201,"completed",TRUE,"lvc",2.93487151465401
202,"completed",TRUE,"lvc",3.01097510602113
203,"completed",TRUE,"lvc",2.95504311888628
204,"completed",TRUE,"lvc",2.96684328038097
205,"completed",TRUE,"lvc",2.98395685827666
201,"completed",TRUE,"rho_(etaLcl,etaLvc)",0.97800754917145
202,"completed",TRUE,"rho_(etaLcl,etaLvc)",0.982657445897504
203,"completed",TRUE,"rho_(etaLcl,etaLvc)",0.97961853218978
204,"completed",TRUE,"rho_(etaLcl,etaLvc)",0.971638196714982
205,"completed",TRUE,"rho_(etaLcl,etaLvc)",0.984664765797099
